Variety,Subgroup,Family,ISO639,Glottolog_id,AIATSISCode,StdLangID,StdLanguageName,OriginalForm,PhonemicisedIPA,Std_Gloss,Author,OriginalGloss,OriginalPofSpeech,Latitude,Longitude,Reconstruction_Form,Reconstruction_Level,Reconstruction_Gloss,Reconstruction_Notes
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,mimi,mimi,forehead,,forehead,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,miny2pa,miɲmiɲpa,wet,,wet,Adj,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,minyiranyira,miɲiɹaɲiɹa,rain,,smell of rain,Vi,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,miparrpa,miparpa,person,,person,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,miparrpa,miparpa,Aborigine,,aborigine,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,mirrimirri,mirimiri,lung,,lungs,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,mirrimirri,mirimiri,lung,,lights',N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,mirriji,mirici,shin,,lower leg,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,mirriji,mirici,shin,,shin,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,mirriji,mirici,shin,,shin,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,mirriji,mirici,shin,,shin,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,miyamiya,mijamija,Witchetty Grub,,witchetty grub,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,miyalu,mijalu,belly,,belly,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,miyi,miji,vegetable food,,vegetable food,N,-20.58720087,131.9617683,*mayi,Pama-Nyungan,vegetable food,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,milkari,milkaɹi,old woman,,old woman,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,milpa,milpa,eye,,eye,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,milpirimpiri,milpiɹimpiɹi,eyebrow,,eyebrow,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,milpirimpiri,milpiɹimpiɹi,eyebrow,,browridge,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,milpirimpiri,milpiɹimpiɹi,eyebrow,,eyebrow,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,milpirri,milpiri,cloud,,cloud,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,milyjarnpa,miʎcaɳpa,fingernail,,fingernail,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,mirdi,miʈi,knee,,knee,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,mirta,miʈa,shield,,shield,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,mujunypari,mucuɲpaɹi,short,,short,Adj,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,mukarnikarli,mukaɳikaɭi,sweat,,sweat,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,mula,mula,egg,,egg,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,mulyu,muʎu,nose,,nose,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,munga,muŋa,night,,night,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,murrumurru,murumuru,sick,,sick,Adj,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,murdi,muʈi,knee,,knee,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,murlku,muɭku,large intestine,,large intestine,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,murlku,muɭku,guts,,guts,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,muurr2nga,muːrmuːrŋa,chew,,chew noisily,,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,narlarri,naɭari,laugh,,laugh,V,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nipiri,nipiɹi,egg,,egg,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nuna,nuna,lie down,,lying down,V,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nga,ŋa,eat,,eat,Vt,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nga,ŋa,drink,,drink,V,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngalamanmanpa,ŋalamanmanpa,bat,,bat,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngalapi,ŋalapi,child,,child,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngalikirri,ŋalikiri,grinding stone,,grinding stone,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngalya,ŋaʎa,forehead,,forehead,N,-20.58720087,131.9617683,*ŋalya,N/A,forehead,may contain loans?
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngalyarrpa,ŋaʎarpa,sandhill,,sandhill,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngamardi,ŋamaʈi,mother,,mother,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngamirni,ŋamiɳi,mother's brother,,mother's brother,N,-20.58720087,131.9617683,*ŋami+,N/A,mothers brother,Nuwandik etc is probably a later shift since the earlier meaning seems to be 'breast'.
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngapa,ŋapa,water,,water,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngapa,ŋapa,rain,,rain (),n,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngaparuku,ŋapaɹuku,blood,,blood,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngapurlu,ŋapuɭu,breast,,breast (woman's),,-20.58720087,131.9617683,*ŋapuru,N/A,?,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngapurlu,ŋapuɭu,milk,,human milk,N,-20.58720087,131.9617683,*ŋapuru,N/A,?,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngati,ŋati,mother,,mother,N,-20.58720087,131.9617683,*ŋati,N/A,mother,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngawu,ŋawu,bad,,bad,Adj,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngawurru,ŋawuru,younger sister,,younger sister,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngayarrka,ŋajarka,pregnant,,pregnant,Adj,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngalkirdi,ŋalkiʈi,Witchetty Grub,,witchetty grub,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngampurda-,ŋampuʈa,kidney,,kidney,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngardalyki,ŋaʈaʎki,turn,,turn it,,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngarnkirr,ŋaɳkir,eyebrow,,eyebrow,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngarnngi,ŋaɳŋi,frog,,frog sp.,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngarnngurr-uwa-,ŋaɳŋuruwa,hit (with missile),,hit with missile,Vt,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngarrka,ŋarka,person,,man,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngiji,ŋici,fire sticks,,firestick,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngiringiri,ŋiɹiŋiɹi,penis,,penis,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngiringiri,ŋiɹiŋiɹi,penis,,glans,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngirnti,ŋiɳti,tail,,tail,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngirnti,ŋiɳti,penis,,penis,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngukarnu,ŋukaɳu,throat,,throat,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nguku,ŋuku,nape,,nape,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nguna-2,ŋuna,rainbow,,"arch, of rainbow",,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nguru,ŋuɹu,sky,,sky,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngurrunypa,ŋuruɲpa,blowfly,,a fly,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nguyu,ŋuju,charcoal,,charcoal,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngurlu2ma,ŋuɭuŋuɭuma,yawn,,yawn,V,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,ngurrju,ŋuɹʈju,good,,good,Adj,-20.58720087,131.9617683,*ŋurrku,N/A,good,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nya,ɲa,see,,see,V,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nyangurla,ɲaŋuɭa,when?,,when,Adv,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nyilima,ɲilima,liver,,liver,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nyina,ɲina,sit,,sitting,V,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nyinypa,ɲiɲpa,saliva,,spit,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nyunyjurnpa,ɲuɲcuɳpa,shin,,lower leg,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nyunyjurnpa,ɲuɲcuɳpa,shin,,shin,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,nyurnu,ɲuɳu,sick,,sick,Adj,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,paji,paci,cut,,cut it - as meat,,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,paka,paka,hit,,hit with stick,V,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,pakuru,pakuɹu,bandicoot,,bandicoot sp.,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,pali,pali,die,,die,V,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,pangi&,paŋi&,dig,,to dig,V,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,pangi-,paŋi,dig,,dig a hole,V,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,papardi,papaʈi,older brother,,older brother,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,papardip-uraci,papaʈip-uɹaci,older brother,,your/his older brother,,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,pararri,paɹari,rainbow,,rainbow,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,parra,para,day,,daytime,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,parraja,paraca,coolamon,,coolamin,,-20.58720087,131.9617683,*parracya,N/A,coolamon,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,pati,pati,dry earth,,hard ground,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,pawu-pu&,pawu-pu&,hit,,hit it off,,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,payi,paji,wind,,wind,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,palka,palka,body,,body,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,pampa,pampa,blind,,blind (in both eyes),,-20.58720087,131.9617683,*pampa,N/A,blind,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,panyja,paɲca,rib,,rib,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,parda,paʈa,wait,,wait,V,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,parduna,paʈuna,dry,,dry,Adj,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,parlawana,paɭawana,inside,,in the bush,,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,parlpawangu,paɭpawaŋu,star,,star,N,-20.58720087,131.9617683,,,,
Warlpiri,Ngumpin-Yapa,,wbp,warl1254,C41*,192,Warlpiri,parnti,paɳti,smell it,,smell it,Vt,-20.58720087,131.9617683,,,,
